Y0_history,u1_history,speed_history,roller_press_history,p_dropout,num_layers,hidden_size_fact,downsamp_rate,added_weight,noise_std,exp1_dataset_gof,exp1_dataset_maxdev,exp2_dataset_gof,exp2_dataset_maxdev,exp3_dataset_gof,exp3_dataset_maxdev,exp4_dataset_gof,exp4_dataset_maxdev,exp5_dataset_gof,exp5_dataset_maxdev,exp6_dataset_gof,exp6_dataset_maxdev,exp7_dataset_gof,exp7_dataset_maxdev,exp8_dataset_gof,exp8_dataset_maxdev,exp9_dataset_gof,exp9_dataset_maxdev,exp10_dataset_gof,exp10_dataset_maxdev
1500,1000,100,0,0.5,2,2,5,5,0,99.60562833584845,0.8956604870036244,98.10490030795336,1.0603044647723436,3.12347412109375,4.994876217097044,99.52734443359077,1.418696017935872,94.92859281599522,3.8281299639493227,96.16935066878796,1.4193488750606775,99.68487664591521,1.2888236669823527,90.30875787138939,1.7343428917229176,99.3524479214102,0.7121625822037458,83.99162739515305,1.1977050453424454
